,pass_inc,pass_td_lng,fum,rush_yd,pass_td,rush_rz_att,pass_yd,pass_fd,pass_cmp_40p,cmp_pct,pass_cmp,off_snp,pass_sack,gs,pass_td_50p,bonus_pass_yd_300,pass_rz_att,rush_att,pass_att,rush_fd,bonus_pass_cmp_25,pass_rtg,pass_td_40p,pass_lng,rush_td,pass_sack_yds,penalty,bonus_pass_yd_400,gp,pass_air_yd,pass_int,rush_lng,calculated_fpts,fum_lost,pass_2pt,bonus_fd_qb,pass_rush_yd
145,37.0,10.0,2.0,87.0,3.0,4.0,573.0,25.0,1.0,255.63,64.0,149.0,14.0,3.0,0.0,0.0,13.0,17.0,101.0,5.0,0.0,320.0,0.0,124.0,0.0,87.0,0.0,0.0,4.0,284.0,3.0,46.0,37.969999487698075,1.0,0.0,30.0,660.0
146,110.0,61.0,1.0,102.0,6.0,8.0,1688.0,67.0,6.0,496.89,132.0,504.0,23.0,9.0,0.0,2.0,17.0,28.0,242.0,6.0,0.0,653.1,1.0,390.0,1.0,175.0,1.0,0.0,9.0,878.0,7.0,70.0,83.4533318310976,1.0,0.0,73.0,1790.0
147,154.0,291.0,9.0,760.0,22.0,44.0,3701.0,143.0,11.0,998.07,306.0,955.0,38.0,15.0,1.0,4.0,48.0,165.0,460.0,54.0,3.0,1516.4,3.0,605.0,13.0,231.0,3.0,0.0,15.0,1886.0,6.0,246.0,525.4566633577148,2.0,0.0,197.0,4461.0
148,141.0,472.0,6.0,70.0,25.0,4.0,3548.0,137.0,12.0,831.79,259.0,705.0,21.0,13.0,5.0,3.0,46.0,24.0,400.0,4.0,3.0,1333.8,8.0,635.0,0.0,163.0,1.0,1.0,13.0,2262.0,8.0,51.0,317.83666349450743,1.0,0.0,141.0,3618.0
149,173.0,368.0,8.0,366.0,30.0,7.0,4282.0,176.0,6.0,1187.36,399.0,1023.0,46.0,17.0,1.0,4.0,70.0,68.0,572.0,23.0,6.0,1727.6,2.0,624.0,1.0,348.0,4.0,0.0,17.0,2505.0,11.0,221.0,453.92999617159364,4.0,0.0,199.0,4648.0
150,155.0,206.0,6.0,708.0,15.0,24.0,3205.0,141.0,5.0,1088.94,317.0,1040.0,44.0,16.0,2.0,2.0,41.0,120.0,472.0,50.0,3.0,1527.2,2.0,540.0,7.0,243.0,3.0,0.0,16.0,1605.0,5.0,229.0,407.1499971345067,3.0,2.0,191.0,3913.0
151,1.0,0.0,0.0,0.0,0.0,0.0,37.0,2.0,0.0,83.33,5.0,15.0,1.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,92.4,0.0,27.0,0.0,8.0,0.0,0.0,1.0,15.0,0.0,0.0,3.229999966919422,0.0,0.0,2.0,37.0
152,17.0,25.0,0.0,41.0,1.0,1.0,168.0,10.0,0.0,57.5,23.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,40.0,1.0,0.0,75.8,0.0,25.0,1.0,0.0,3.0,0.0,1.0,92.0,0.0,14.0,24.20333318312963,0.0,0.0,11.0,209.0
153,126.0,313.0,5.0,54.0,18.0,6.0,2871.0,117.0,7.0,934.23,252.0,685.0,25.0,14.0,2.0,1.0,47.0,30.0,378.0,6.0,1.0,1323.6,3.0,528.0,0.0,189.0,2.0,0.0,14.0,1543.0,9.0,39.0,249.939997433126,1.0,1.0,123.0,2925.0
154,58.0,52.0,6.0,106.0,7.0,5.0,1143.0,50.0,6.0,340.77,82.0,318.0,10.0,6.0,0.0,1.0,21.0,26.0,140.0,7.0,0.0,529.6,0.0,230.0,2.0,78.0,1.0,0.0,6.0,535.0,3.0,68.0,98.78666564474503,2.0,0.0,57.0,1249.0
155,2.0,0.0,1.0,-5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-2.0,-2.083333333333333,0.0,0.0,0.0,-5.0
156,97.0,241.0,5.0,9.0,10.0,1.0,2087.0,95.0,4.0,605.79,206.0,534.0,29.0,9.0,3.0,1.0,40.0,13.0,303.0,2.0,5.0,819.0,3.0,358.0,1.0,208.0,1.0,0.0,9.0,957.0,8.0,14.0,147.8299981340766,3.0,0.0,97.0,2096.0
157,133.0,252.0,4.0,182.0,23.0,6.0,2860.0,119.0,3.0,809.35,261.0,760.0,20.0,12.0,1.0,1.0,49.0,45.0,394.0,18.0,3.0,1118.4,1.0,422.0,1.0,126.0,1.0,0.0,12.0,1644.0,15.0,112.0,290.53333077629406,1.0,0.0,137.0,3042.0
158,27.0,0.0,1.0,-5.0,0.0,0.0,302.0,13.0,1.0,103.18,22.0,23.0,5.0,1.0,0.0,0.0,5.0,3.0,49.0,0.0,0.0,111.6,0.0,54.0,0.0,14.0,0.0,0.0,2.0,140.0,2.0,-1.0,-12.003333603342373,1.0,0.0,13.0,297.0
159,187.0,143.0,8.0,108.0,17.0,6.0,3118.0,118.0,7.0,918.46,292.0,796.0,31.0,15.0,0.0,2.0,54.0,32.0,479.0,5.0,2.0,1178.5,0.0,596.0,2.0,244.0,1.0,0.0,15.0,1580.0,15.0,67.0,203.91999721229075,3.0,1.0,123.0,3226.0
160,2.0,0.0,0.0,0.0,0.0,0.0,59.0,2.0,1.0,60.0,3.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,61.7,0.0,49.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.6099999472498894,0.0,0.0,2.0,59.0
161,81.0,69.0,5.0,6.0,5.0,0.0,1051.0,50.0,1.0,263.53,110.0,239.0,10.0,4.0,1.0,2.0,24.0,3.0,191.0,1.0,3.0,348.1,1.0,150.0,0.0,66.0,1.0,0.0,5.0,580.0,3.0,7.0,40.68999906033278,4.0,0.0,51.0,1057.0
